SENTENCE_ID	SENTENCE_TEXT	NORMALIZED_TEXT
69962	merc'h e oa da jean de brienne, ha da maria di monferrato, ha rouanez jeruzalem e voe.	merc'h e oa da jean de brienne, ha da varia di monferrato, ha rouanez jeruzalem e voe.
69963	merc'h e oa da jean-marie fleuriot, alvokad, ha da marie anne lagadeg.	merc'h e oa da jean-marie fleuriot, alvokad, ha da varie anne lagadeg.
69965	merc'h e oa da karl von österreich-teschen (1771-1847), arc'hdug aostria ha mab d'an impalaer leopold ii aostria, ha d'e bried henriette alexandrine von nassau-weilburg (1797-1829).	merc'h e oa da garl von österreich-teschen (1771-1847), arc'hdug aostria ha mab d'an impalaer leopold ii aostria, ha d'e bried henriette alexandrine von nassau-weilburg (1797-1829).
69966	merc'h e oa da knut scherzenfeldt, un den a ouenn uhel, letanant en arme sveden, ha da brigitta tranander; dimezet e voe d'ar soudard mats bernow e livgardet en 1699, ha gantañ ez eas d'ar brezel e 1700.	merc'h e oa da gnut scherzenfeldt, un den a ouenn uhel, letanant en arme sveden, ha da brigitta tranander; dimezet e voe d'ar soudard mats bernow e livgardet en 1699, ha gantañ ez eas d'ar brezel e 1700.
69969	merc'h e oa da malatesta iv malatesta, condottiero hag aotrou pesaro ha fossombrone, ha da elisabetta da varano (1367-1405).	merc'h e oa da valatesta iv malatesta, condottiero hag aotrou pesaro ha fossombrone, ha da elisabetta da varano (1367-1405).
69970	merc'h e oa da malcolm drummond, marvet war-dro 1346, ha d'e bried margaret graham.	merc'h e oa da valcolm drummond, marvet war-dro 1346, ha d'e bried margaret graham.
69971	merc'h e oa da maximilian von sachsen ha da carolina di parma.	merc'h e oa da vaximilian von sachsen ha da carolina di parma.
69972	merc'h e oa da mikkel andersen jernskjæg ha margrethe andersdatter af særslev.	merc'h e oa da vikkel andersen jernskjæg ha margrethe andersdatter af særslev.
69977	merc'h e oa d'an doue-stêr kefisos, pe pleistos, en hanternoz boeotia, ha c'hoar d'an div naiadenn all, kleodora ha melaina.	merc'h e oa d'an doue-stêr kefisos, pe bleistos, en hanternoz boeotia, ha c'hoar d'an div naiadenn all, kleodora ha melaina.
69983	merc'h e oa d'an impalaer masimilian ii ha da maria spagn e bried.	merc'h e oa d'an impalaer masimilian ii ha da varia spagn e bried.
69986	merc'h e oa da paul friedrich august von oldenburgha d'e bried kentañ adelheid von anhalt-bernburg-schaumburg-hoym.	merc'h e oa da baul friedrich august von oldenburgha d'e bried kentañ adelheid von anhalt-bernburg-schaumburg-hoym.
69987	merc'h e oa da philipp von briest, perc'henn bras e brandenburg, ha d'e bried caroline von zinnow.	merc'h e oa da bhilipp von briest, perc'henn bras e brandenburg, ha d'e bried caroline von zinnow.
70006	merc'h e oa da tarquinia paluzzi albertoni ha da claudio accoramboni, tud a ouenn gozh, hag o dekvet bugel e oa.	merc'h e oa da darquinia paluzzi albertoni ha da claudio accoramboni, tud a ouenn gozh, hag o dekvet bugel e oa.
70007	merc'h e oa da tepot iv, kont champagn ha kont bleaz, ha da matilda karintia.	merc'h e oa da depot iv, kont champagn ha kont bleaz, ha da vatilda karintia.
70008	merc'h e oa da tiberius claudius severus proculus, senedour roman, ha da annia faustina, merc'h da ummidia cornificia faustina.	merc'h e oa da diberius claudius severus proculus, senedour roman, ha da annia faustina, merc'h da ummidia cornificia faustina.
70021	merc'h eo da patrick le besco ha catherine belkhodja.	merc'h eo da batrick le besco ha catherine belkhodja.
70036	merc'h-vihan a-berzh tad e oa da mica joy (1753–1826), dimezet da mercy terrill (1764–1843).	merc'h-vihan a-berzh tad e oa da vica joy (1753–1826), dimezet da vercy terrill (1764–1843).
70039	merc'h-vihan e oa da gwilherm an tavedeg.	merc'h-vihan e oa da wilherm an tavedeg.
70041	merc'h-vihan e oa d'ar roue gall louis x ha da margarita de borgoña a-berzh he mamm, ha d'ar c'hont louis d'évreux hag e bried marc'harid artez a-berzh he zad.	merc'h-vihan e oa d'ar roue gall louis x ha da vargarita de borgoña a-berzh he mamm, ha d'ar c'hont louis d'évreux hag e bried marc'harid artez a-berzh he zad.
70079	merkerien ar c'henstok skouer gwaskadur war gwiskadoù gouelezennek (gwaskadur eus an tu kleiz betek an tu dehou) : sell a-droc'h : stadet e vez frailhoù amgin ha retroarlakadurioù.	merkerien ar c'henstok skouer gwaskadur war wiskadoù gouelezennek (gwaskadur eus an tu kleiz betek an tu dehou) : sell a-droc'h : stadet e vez frailhoù amgin ha retroarlakadurioù.
70092	merket e vez 1 poent pa tremen ar vell a-us d'ar pal etre an daou beul ha 3 foent pa ya er bal.	merket e vez 1 poent pa dremen ar vell a-us d'ar pal etre an daou beul ha 3 foent pa ya er bal.
70101	merket e vo neuze, direbech, ar soñjoù hag ar barnadennoù hon eus, hon trivliadoù hag ar pouezusañ : intent an doberioù hon eus ( pennad 4).	merket e vo neuze, direbech, ar soñjoù hag ar barnadennoù hon eus, hon zrivliadoù hag ar pouezusañ : intent an doberioù hon eus ( pennad 4).
70107	merkoù disheñvel an niverel a-hed ar bloavezhioù 2000, ez eus bet ur bern a merkoù nevez e bed an niverel.	merkoù disheñvel an niverel a-hed ar bloavezhioù 2000, ez eus bet ur bern a verkoù nevez e bed an niverel.
70115	merlin ambrosius, pe myrddin emrys danevell jafrez diwar-benn yaouankiz merlin ambrosius en historia regum britanniae zo tapet diwar istor ambrosius en historia brittonum.	merlin ambrosius, pe vyrddin emrys danevell jafrez diwar-benn yaouankiz merlin ambrosius en historia regum britanniae zo tapet diwar istor ambrosius en historia brittonum.
70145	mervel a eure he zad pa oa 6 vloaz, hag addimeziñ a reas he mamm da peter pegus, ur beleg a zisplije kenañ da charlotte.	mervel a eure he zad pa oa 6 vloaz, hag addimeziñ a reas he mamm da beter pegus, ur beleg a zisplije kenañ da charlotte.
70261	mervel a reas dindan miz.	mervel a reas dindan viz.
70294	mervel a reas e 1996 en ur gwallzarvoud war an hent, war un dro gant he merc'h hag he mamm, pan eas ur c'harr-samm a-benn en o bus.	mervel a reas e 1996 en ur wallzarvoud war an hent, war un dro gant he merc'h hag he mamm, pan eas ur c'harr-samm a-benn en o bus.
70354	mervel a reas en ur gwallzrvoud hag ur vleunienn a ziwanas eus e wad.	mervel a reas en ur wallzrvoud hag ur vleunienn a ziwanas eus e wad.
70381	mervel a reas e wreg kentañ en iwerzhon ha dimeziñ a reas john jones en-dro, da katherine, c’hoar oliver cromwell, e 1656.	mervel a reas e wreg kentañ en iwerzhon ha dimeziñ a reas john jones en-dro, da gatherine, c’hoar oliver cromwell, e 1656.
70435	mervel a reas pe e 884, pe marteze kentoc'h e 886, hag e vab adalberto ii a renas war e lerc'h.	mervel a reas pe e 884, pe varteze kentoc'h e 886, hag e vab adalberto ii a renas war e lerc'h.
70436	mervel a reas pe prizoniet e voe al lodenn vrasañ a bennoù bras an urzh.	mervel a reas pe brizoniet e voe al lodenn vrasañ a bennoù bras an urzh.
70440	mervel a reas ricketts en ur gwallzarvoud.	mervel a reas ricketts en ur wallzarvoud.
70452	mervel a reas un nebeut sizhunioù warlec'h, en ur gwallzarvoud gant e varc'h-tan.	mervel a reas un nebeut sizhunioù warlec'h, en ur wallzarvoud gant e varc'h-tan.
70530	mes oto, al levier ardivink en deus urzhioù kuzh evit difenn da mab-den mont en dro war ar blanedenn.	mes oto, al levier ardivink en deus urzhioù kuzh evit difenn da vab-den mont en dro war ar blanedenn.
70577	"mestr eo ar barzh war kenganez ar gerioù, e varzhonegoù ac'hub a sonioù o kenglotañ a c'hoari kenetrezo evel mein touch a bep seurt liv droukvesket" (al liamm n°280).	"mestr eo ar barzh war genganez ar gerioù, e varzhonegoù ac'hub a sonioù o kenglotañ a c'hoari kenetrezo evel mein touch a bep seurt liv droukvesket" (al liamm n°280).
70635	mestroni a ra massa e-pad an tri friz bras diwezhañ, rankout a ra avat reiñ e 2 blasenn d'e genskipailher a-benn sikour anezhañ gounit na titl.	mestroni a ra massa e-pad an tri friz bras diwezhañ, rankout a ra avat reiñ e 2 blasenn d'e genskipailher a-benn sikour anezhañ gounit na ditl.
70636	mestrouer a-vicher e oa e dad-kozh ganet er gêrgloz e lechiagad, e 1886, e familh ar re prad hag e veze graet ar pradej eus outo : pradejien ar gêrgloz.	mestrouer a-vicher e oa e dad-kozh ganet er gêrgloz e lechiagad, e 1886, e familh ar re brad hag e veze graet ar pradej eus outo : pradejien ar gêrgloz.
70646	met a-benn ar 17vet kantved e klemm ar bersoned eus c’hwezhennoù fall, eus kouezhadennoù posupl evit ar feizidi abalamour da meinadurioù distoket.	met a-benn ar 17vet kantved e klemm ar bersoned eus c’hwezhennoù fall, eus kouezhadennoù posupl evit ar feizidi abalamour da veinadurioù distoket.
70734	met ar skeulenn gromatek e vez kaoz deuzouti ordin eo hini an 12 hantertonenn eus skeulenn demperet ar c'hornôg : da lavaret eo an holl notennoù piano, du pe gwenn.	met ar skeulenn gromatek e vez kaoz deuzouti ordin eo hini an 12 hantertonenn eus skeulenn demperet ar c'hornôg : da lavaret eo an holl notennoù piano, du pe wenn.
70819	met dereoù ar strollad a oa diez gant an doare elektro-pop hag a oa ganet en ur mare e lec'h ma rene ar rock pe ar punk e pep lec'h.	met dereoù ar strollad a oa diez gant an doare elektro-pop hag a oa ganet en ur vare e lec'h ma rene ar rock pe ar punk e pep lec'h.
70842	met diviz kuzul-stad paris, diazezet war mellad 2 ar vonreizh c'hall, ne rae den ebet van anezhañ e bodadenn polinezia.	met diviz kuzul-stad paris, diazezet war vellad 2 ar vonreizh c'hall, ne rae den ebet van anezhañ e bodadenn polinezia.
70864	met dre ma koazhe an egor en-dro eñ, dont da fourgasus ar c'hix.	met dre ma c'hoazhe an egor en-dro eñ, dont da fourgasus ar c'hix.
70916	met er memes doare e koller poentoù hag e c'haller diskenn er renkadur ma koller a-enep da c'hoarierien izeloc'h o renk pe ma ne c'hounezer ket a-walc'h a grogadoù e-kerzh ar bloavezh.	met er memes doare e koller poentoù hag e c'haller diskenn er renkadur ma koller a-enep da c'hoarierien izeloc'h o renk pe va ne c'hounezer ket a-walc'h a grogadoù e-kerzh ar bloavezh.
70921	met e sua eo bet nac'het hag hiziv-an-deiz o deus c'hoazh reolennoù disheñval, gant ur volotenn galetoc'h hag en ur jediñ ar poentoù en ur mod arall, memes ma vez muioc'h mui implijet an doare squash etrevroadel du-se.	met e sua eo bet nac'het hag hiziv-an-deiz o deus c'hoazh reolennoù disheñval, gant ur volotenn galetoc'h hag en ur jediñ ar poentoù en ur vod arall, memes ma vez muioc'h mui implijet an doare squash etrevroadel du-se.
70923	met etre stadañ : « war a seblant e vez gwiriet ar perzh-se gant an holl dric'hornioù skouer » ha kadarnaat : « gwir eo e vez gwiriet ar perzh-se gant an holl dirc'hornioù skouer en ur plaen euklidian » e ranker gortoz meur a gantved.	met etre stadañ : « war a seblant e vez gwiriet ar perzh-se gant an holl dric'hornioù skouer » ha kadarnaat : « gwir eo e vez gwiriet ar perzh-se gant an holl dirc'hornioù skouer en ur blaen euklidian » e ranker gortoz meur a gantved.
70974	met goude e vefe bet taget al lu amerikan e emgann guadalcanal e lavar e vo dibosubl dezhan pardonin da kusaka ar pezh en deus graet dre ma kemer perzh daoust dezhan bezan bet lavaret e vefe bet graet evel ma vefe bet marv e midway.	met goude e vefe bet taget al lu amerikan e emgann guadalcanal e lavar e vo dibosubl dezhan pardonin da gusaka ar pezh en deus graet dre ma c'hemer perzh daoust dezhan bezan bet lavaret e vefe bet graet evel ma vefe bet marv e midway.
71039	met kavout ar reas ar skipailh an den a gwelaas doare ha brud ar strollad, emañ e anv alan wilder.	met kavout ar reas ar skipailh an den a welaas doare ha brud ar strollad, emañ e anv alan wilder.
71086	met ma en em ziskouezont e-pad gouelioù gant sellerien tro-dro pe ma redont a-drenv ur volotenn er prad hep mogerioù tev en-dro, se zo un dra dic'houzanvus » kampionad mell-droad gwregel bro-c'hall (gant ar femina sport peurgetket ) a echu e 1933.	met ma en em ziskouezont e-pad gouelioù gant sellerien tro-dro pe va redont a-drenv ur volotenn er prad hep mogerioù tev en-dro, se zo un dra dic'houzanvus » kampionad mell-droad gwregel bro-c'hall (gant ar femina sport peurgetket ) a echu e 1933.
71094	met marteze eo troet diwar un embannadur bennak all, pe adsavet daou pe dri embannadur gallek evit ar yaouankiz war un dro.	met marteze eo troet diwar un embannadur bennak all, pe adsavet daou be dri embannadur gallek evit ar yaouankiz war un dro.
71100	met ma tap ar pevar tasmant drouk e vez koll an abadenn evitañ.	met ma tap ar pevar zasmant drouk e vez koll an abadenn evitañ.
71101	met, ma teuas an taol da vat gantañ war meur a dachenn, e krouas ivez a-hend-all ur velestradurezh luziet hag enni e-leizh a gargidi breinet gant an arc’hant alies.	met, ma teuas an taol da vat gantañ war veur a dachenn, e krouas ivez a-hend-all ur velestradurezh luziet hag enni e-leizh a gargidi breinet gant an arc’hant alies.
71107	met memes gant an arguzennoù-se ne oa ket bet gouest da gendrec'hiñ muiañ-niver an alamaned na oant na prest na laouen da gemer perzh en ur brezel.	met memes gant an arguzennoù-se ne oa ket bet gouest da gendrec'hiñ muiañ-niver an alamaned na oant na brest na laouen da gemer perzh en ur brezel.
71212	met, pa teuas ar vroadelouriezh da greskiñ, ne c'hellas ket sevel un harz outi hag ez eas da get ha p'en deus esaet en azazaat dre an unpenniezh bonnreizhel e dibenn an xixvet kantved hag e penn an xxvet kantved.	met, pa deuas ar vroadelouriezh da greskiñ, ne c'hellas ket sevel un harz outi hag ez eas da get ha p'en deus esaet en azazaat dre an unpenniezh bonnreizhel e dibenn an xixvet kantved hag e penn an xxvet kantved.
71215	met pa veze un odaliskenn koant dreist ar re all, pe ma veze donezonet kaer da ganañ pe da zañsal, e veze desket a-benn dont da vout serc'h.	met pa veze un odaliskenn koant dreist ar re all, pe va veze donezonet kaer da ganañ pe da zañsal, e veze desket a-benn dont da vout serc'h.
71229	met pep gotek a klask diskouez e sonjoù dre e fesoñ d’en em wiskañ neuze e vo disheñvel pep gotek hag e vo dreist-holl orin en o dilhad memes pa ne vint ket du.	met pep gotek a glask diskouez e sonjoù dre e fesoñ d’en em wiskañ neuze e vo disheñvel pep gotek hag e vo dreist-holl orin en o dilhad memes pa ne vint ket du.
71257	met savonarola a tage bepred ar familh medici e-pad e sarmonioù.	met savonarola a dage bepred ar familh medici e-pad e sarmonioù.
71282	met tapout a raio ivez tonioù country kanet buan, evel jambalaya hank williams a vo adkemeret gant jerry lee lewis, pe rock around the clock bill haley zo savet war ton move it all over hank williams.	met tapout a raio ivez tonioù country kanet buan, evel jambalaya hank williams a vo adkemeret gant jerry lee lewis, pe rock around the clock bill haley zo savet war don move it all over hank williams.
71318	met urpennad goudee voesachet evezh marc'hegerien rak lintrañ a rae al loar war tokarn euryalus.	met urpennad goudee voesachet evezh marc'hegerien rak lintrañ a rae al loar war dokarn euryalus.
71367	meur a andon o-doa : magma mafek o teuziñ reier felsek, damdeuzadeg reier mafek pe treuzfurmadur reier felsek gouelezennek.	meur a andon o-doa : magma mafek o teuziñ reier felsek, damdeuzadeg reier mafek pe dreuzfurmadur reier felsek gouelezennek.
71376	meur a anv-pluenn en doa, bleu benal an hini brudetañ, pe karadeg treglomel.	meur a anv-pluenn en doa, bleu benal an hini brudetañ, pe garadeg treglomel.
71498	meur a gêr er stadoù unanet a zoug an anv paoli pe paoli city, en enor dezhañ.	meur a gêr er stadoù unanet a zoug an anv paoli pe baoli city, en enor dezhañ.
71516	meur a gwalldaol aozet gant strolladoù an tu-dehou pellañ a c'hoarvezas da vare penn-kentañ republik weimar ha meur a wech e voe lakaet en arvar.	meur a walldaol aozet gant strolladoù an tu-dehou pellañ a c'hoarvezas da vare penn-kentañ republik weimar ha meur a wech e voe lakaet en arvar.
71527	meur a implij a vez eus an tredan produet gant an heol, da skouer ez eus tu d'en em dommañ, pe c'hoazh lakaat an tredan en ti evit espern arc'hant pe traoù all ivez.	meur a implij a vez eus an tredan produet gant an heol, da skouer ez eus tu d'en em dommañ, pe c'hoazh lakaat an tredan en ti evit espern arc'hant pe draoù all ivez.
71799	meur a zoare zo da fardañ ratatouille : gallout a reer pe poazhañ al legumaj a-gevret pe poazhañ pep hini anezho disparti a-raok o meskañ.	meur a zoare zo da fardañ ratatouille : gallout a reer pe boazhañ al legumaj a-gevret pe boazhañ pep hini anezho disparti a-raok o meskañ.
71865	mhk nemetañ mec vannin e chom, daoust ma oa aet meur a ezel kozh ar strollad, evel phil gawne ha hazel hannan da mhk goude ma oant aet kuit eus ar strollad.	mhk nemetañ mec vannin e chom, daoust ma oa aet meur a ezel kozh ar strollad, evel phil gawne ha hazel hannan da vhk goude ma oant aet kuit eus ar strollad.
71892	michelle a seblant en em prederiañ kalz war he korfelezh met ur plac'h speredek eo.	michelle a seblant en em brederiañ kalz war he c'horfelezh met ur plac'h speredek eo.
71895	michelle hunziker michelle hunziker zo un aktourez suis, brudet en alamagn hag italia dreist-holl, dre ma'z eo bet dimezet d'ar c'haner italian eros ramazzotti.	michelle hunziker michelle hunziker zo un aktourez suis, brudet en alamagn hag italia dreist-holl, dre va'z eo bet dimezet d'ar c'haner italian eros ramazzotti.
71942	mignon e oa da pierluigi da palestrina ha vincenzo ruffo.	mignon e oa da bierluigi da balestrina ha vincenzo ruffo.
71966	miguel da paz ( 1498 1500 ) pennhêr kurunennoù portugal, kastilha hag aragon.	miguel da baz ( 1498 1500 ) pennhêr kurunennoù portugal, kastilha hag aragon.
71984	mikrograf electron ur malaria sporozoit kleñved ar paludoù pe malaria (diwar an italianeg : mal'aria, « aer fall ») a zo ur pore hag ur c'hleñved-red drastus abalamour da arvevaded.	mikrograf electron ur malaria sporozoit kleñved ar paludoù pe valaria (diwar an italianeg : mal'aria, « aer fall ») a zo ur pore hag ur c'hleñved-red drastus abalamour da arvevaded.
72017	miltiades pe miltiades ar yaouankañ ( henc'hresianeg μιλτιάδης ὁ νεώτερος, miltiades o neotepos), ganet war-dro 550 a-raok j.-k. ha marvet e 489 a-raok j.-k.) a oa niz miltiades an henañ en doa savet trevadenn chersonez e thrace e amzer pisistrate.	miltiades pe viltiades ar yaouankañ ( henc'hresianeg μιλτιάδης ὁ νεώτερος, miltiades o neotepos), ganet war-dro 550 a-raok j.-k. ha marvet e 489 a-raok j.-k.) a oa niz miltiades an henañ en doa savet trevadenn chersonez e thrace e amzer pisistrate.
72068	mirdi ar prado * en divina commedia e lavar dante en deus gwelet skeud orfeüs gant re meur a "vagan vertuzus" all el limbo.	mirdi ar prado * en divina commedia e lavar dante en deus gwelet skeud orfeüs gant re veur a "vagan vertuzus" all el limbo.
72080	mirdi kembre pe mirdi broadel kembre (amgueddfa cymru – national museum wales e anv ofisiel) zo ur rouedad 7 a virdioù broadel hag a zo arc’hantet gant gouarnamant kembre.	mirdi kembre pe virdi broadel kembre (amgueddfa cymru – national museum wales e anv ofisiel) zo ur rouedad 7 a virdioù broadel hag a zo arc’hantet gant gouarnamant kembre.
72083	mirdi muineachán pe monaghan.	mirdi muineachán pe vonaghan.
72132	mirout a ra an anv radio paris deus miz gouere1940 betek miz eost 1944 met dindan kontrollerezh an nazied.	mirout a ra an anv radio paris deus miz gouere1940 betek miz eost 1944 met dindan gontrollerezh an nazied.
72203	moarvat e oant anavezet gantañ, dre ma'z anave lez wessex.	moarvat e oant anavezet gantañ, dre va'z anave lez wessex.
72282	moien zo da laret en deus c’hoazh ul levezon bras hiziv e-touez ar vrezhoned da gwelloc'h kompren o istor.	moien zo da laret en deus c’hoazh ul levezon bras hiziv e-touez ar vrezhoned da welloc'h kompren o istor.
72323	mojennoù damheñvel a gaver diwar-benn an daou merzhin ha myrddin dont a ra an anv merzhin eus myrddin e kembraeg.	mojennoù damheñvel a gaver diwar-benn an daou verzhin ha myrddin dont a ra an anv merzhin eus myrddin e kembraeg.
72327	mojennoù eontr e oa da talos, a oa ijinour eveltañ : gantañ e vije bet ijinet an heskenn ha meur a dra all.	mojennoù eontr e oa da dalos, a oa ijinour eveltañ : gantañ e vije bet ijinet an heskenn ha meur a dra all.
72338	mojennoù zo diwar benn an dorted, pe tud tort.	mojennoù zo diwar benn an dorted, pe dud tort.
72408	mont a ra an traoù war washaat dre ma’z eus muioc’h-mui a sinaiz en o aez a zimez gant meur a wreg hag abalamour d’al lieswregiezh-se e vez diorroet ar gastaouerezh ha skrapet e vez muioc’h-mui a vaouezed evit gwerzhañ anezho e kêriadennoù diamen.	mont a ra an traoù war washaat dre va’z eus muioc’h-mui a sinaiz en o aez a zimez gant meur a wreg hag abalamour d’al lieswregiezh-se e vez diorroet ar gastaouerezh ha skrapet e vez muioc’h-mui a vaouezed evit gwerzhañ anezho e kêriadennoù diamen.
72429	mont a ra buhanoc’h eget ar slalom met get kement a teknik.	mont a ra buhanoc’h eget ar slalom met get kement a deknik.
72445	mont a rae an eskobet dilennet gantañ da reiñ galloud dezhañ war tachennoù pec'hennet gant ar brinsed german.	mont a rae an eskobet dilennet gantañ da reiñ galloud dezhañ war dachennoù pec'hennet gant ar brinsed german.
72602	mont a reas d’ar skol da musoma, ma reas berzh, ha mont da skol tabora goude.	mont a reas d’ar skol da vusoma, ma reas berzh, ha mont da skol tabora goude.
72621	mont a reas da vanac'h da gwazel beteg marv haelog.	mont a reas da vanac'h da wazel beteg marv haelog.
72626	mont a reas da vevañ devezhioù diwezhañ ar reich gant e familh ha hitler er führerbunker e kreiz ker ha dindan kanselerezh berlin.	mont a reas da vevañ devezhioù diwezhañ ar reich gant e familh ha hitler er führerbunker e kreiz ker ha dindan ganselerezh berlin.
72629	mont a reas da vleiner ar jeneral de gaulle e londrez ha, dre ma komze brezhoneg mat-tre, e voe fiziet ennañ (gant jean marin) treiñ ha dibunañ galv an 18 a viz mezheven 1940 er bbc.	mont a reas da vleiner ar jeneral de gaulle e londrez ha, dre ma c'homze brezhoneg mat-tre, e voe fiziet ennañ (gant jean marin) treiñ ha dibunañ galv an 18 a viz mezheven 1940 er bbc.
72696	mont a reas neuze war vor war ur vag a tri c'hant tonell anvet "sauvage".	mont a reas neuze war vor war ur vag a dri c'hant tonell anvet "sauvage".
72730	mont a re mat en dro al lezenn gant ar c'honduktaerien metalek termostatet, da lavaret eo miret d'an hevelep temperadur.	mont a re vat en dro al lezenn gant ar c'honduktaerien metalek termostatet, da lavaret eo miret d'an hevelep temperadur.
72782	montgomery pe montgomerie zo un anv-lec'h gallek, a gaver ivez er broioù saoznek, deuet da vout anv-tiegezh.	montgomery pe vontgomerie zo un anv-lec'h gallek, a gaver ivez er broioù saoznek, deuet da vout anv-tiegezh.
72812	monumant en enor da pouvana'a a oopa e papeete pouvana'a a oopa tetuaapua ( 10 a viz mae 1895 — 10 a viz genver 1977 ) a oa ur politikour eus polinezia c'hall hag unan eus pennoù an emsav broadel er vro-hont.	monumant en enor da bouvana'a a oopa e papeete pouvana'a a oopa tetuaapua ( 10 a viz mae 1895 — 10 a viz genver 1977 ) a oa ur politikour eus polinezia c'hall hag unan eus pennoù an emsav broadel er vro-hont.
73296	morse ne glaskas re tây sơn tagañ kêr saigon ur wech bet savet ar wikadell.	morse ne glaskas re dây sơn tagañ kêr saigon ur wech bet savet ar wikadell.
73378	moullet e vez war paper adimplijet da 60%.	moullet e vez war baper adimplijet da 60%.
73431	muioc'h muiañ a vodadegoù a reont e miz mezheven ha gwengolo gant ur geidenn a teir bodadeg evit tri devezh.	muioc'h muiañ a vodadegoù a reont e miz mezheven ha gwengolo gant ur geidenn a deir bodadeg evit tri devezh.
73461	muniadona kastilha pe mumadonna sánchez (995–1066), anvet ivez mayor pe munia, a voe rouanez pamplona dre he dimeziñ d'ar roue sancho garcés iii pamplona (1011–1035).	muniadona kastilha pe vumadonna sánchez (995–1066), anvet ivez mayor pe vunia, a voe rouanez pamplona dre he dimeziñ d'ar roue sancho garcés iii pamplona (1011–1035).
73507	musashi miyamoto pe takezō shimmen d'eus e anv gwirion (miyamoto o vezañ anv ar geriadenn lec'h ma z'eo ganet, musashi un doare da lenn ar re ideogrammoù takezō).	musashi miyamoto pe dakezō shimmen d'eus e anv gwirion (miyamoto o vezañ anv ar geriadenn lec'h ma z'eo ganet, musashi un doare da lenn ar re ideogrammoù takezō).
73527	muzuliañ a ra 60 cm gant ul lost 45 cm pa pouezañ a ra 5 kg.	muzuliañ a ra 60 cm gant ul lost 45 cm pa bouezañ a ra 5 kg.
73573	nac'hañ a ra bakounin keal un divezouriezh peurvat, a zo diazezet war pennaennoù difetis a-grenn : ne c'haller ket adsevel natur an den.	nac'hañ a ra bakounin keal un divezouriezh peurvat, a zo diazezet war bennaennoù difetis a-grenn : ne c'haller ket adsevel natur an den.
73618	nac'het eo gant ar sonerien bezañ war majorioù ha bezañ dasparzhet gant labelioù bras, nac'hañ a reont bezañ gwerzhet e stalioù bras (evel ar fnac, virgins.	nac'het eo gant ar sonerien bezañ war vajorioù ha bezañ dasparzhet gant labelioù bras, nac'hañ a reont bezañ gwerzhet e stalioù bras (evel ar fnac, virgins.
73635	nac’het ‘neus an fln tabutal war pennaennoù disklêriet ar c’hentan a viz du 1954, paouez a reas neuze an tabutoù an 13 a viz even 1961.	nac’het ‘neus an fln tabutal war bennaennoù disklêriet ar c’hentan a viz du 1954, paouez a reas neuze an tabutoù an 13 a viz even 1961.
73658	nag okean na tetis ned eont da-heul an ditaned arall da goulz brezel an ditaned.	nag okean na detis ned eont da-heul an ditaned arall da goulz brezel an ditaned.
73720	naou-dinaou pe meneziek eo kreiz ha kornôg mamoudzou, gant gwezh ha gwezh all traoñiennoù ar stêrioù hag a dreuz anezhi en tu kornôg-reter.	naou-dinaou pe veneziek eo kreiz ha kornôg mamoudzou, gant gwezh ha gwezh all traoñiennoù ar stêrioù hag a dreuz anezhi en tu kornôg-reter.
73786	nawazh, japoniz so implij ar sistem kunrei pe kunrei-shiki hag a zo disheñvel un tamm deus ar sistem hepburn (japoniz so, ar re zo o heuliañ kentelioù bar skolioù-meur a ra gant ar sistem hepburn).	nawazh, japoniz so implij ar sistem kunrei pe gunrei-shiki hag a zo disheñvel un tamm deus ar sistem hepburn (japoniz so, ar re zo o heuliañ kentelioù bar skolioù-meur a ra gant ar sistem hepburn).
73814	ne badas ket gwall bell e gefridi dre ma tilezas e holl gargoù d'an 2 a viz meurzh 1921, hag eñ erlec'hiet gant bernardino machado.	ne badas ket gwall bell e gefridi dre ma zilezas e holl gargoù d'an 2 a viz meurzh 1921, hag eñ erlec'hiet gant bernardino machado.
73821	ne badas ket pelloc'h eget sister's little sister's beau, e vannoù-treset kentañ ur bugel enni, na pelloc'h eget e gentañ bannoù-treset e liv, phurious phinish of phoolish philipe's phunny phrolics, a voe embannet e stagadenn-sul an herald e miz mae.	ne badas ket pelloc'h eget sister's little sister's beau, e vannoù-treset kentañ ur bugel enni, na belloc'h eget e gentañ bannoù-treset e liv, phurious phinish of phoolish philipe's phunny phrolics, a voe embannet e stagadenn-sul an herald e miz mae.
73865	nebeut amzer goude o ganedigezh e vez dizonet ar re vihan, moarvat dre ma'z eus nebeut a laezh gant ar vamm en un endro ken sec'h.	nebeut amzer goude o ganedigezh e vez dizonet ar re vihan, moarvat dre va'z eus nebeut a laezh gant ar vamm en un endro ken sec'h.
73933	ne blij ket ar seurt dilhad d'ar baotred dre ma kuzhont sioù korfoù ar merc'hed ouzh o daoulagad.	ne blij ket ar seurt dilhad d'ar baotred dre ma c'huzhont sioù korfoù ar merc'hed ouzh o daoulagad.
73954	ne c'haller hec'h arsellet nemet pa vez an heol o vont da guzh pe pa vez o sevel.	ne c'haller hec'h arsellet nemet pa vez an heol o vont da guzh pe ba vez o sevel.
74025	ne c'hoario nemet e fin ar c'hrogad en un doare mat, met c'huitañ a raio pa tenno er pal.	ne c'hoario nemet e fin ar c'hrogad en un doare mat, met c'huitañ a raio pa denno er pal.
